Release_Date,Movie_Title,Production_Budget,Domestic_Gross,Worldwide_Gross
2017-11-22,Darkest Hour,30000000,56443120,150832086
2005-05-10,Wallace & Gromit: The Curse of the Were-Rabbit,30000000,56068547,197593152
2007-12-21,P.S. I Love You,30000000,53695808,155769678
2005-09-23,Corpse Bride,30000000,53359111,114770654
2018-10-05,Life of the Party,30000000,53059911,65859911
2010-05-14,Letters to Juliet,30000000,53032453,82148538
2001-06-04,Blow,30000000,52990775,83282296
1999-12-02,Message in a Bottle,30000000,52880016,52880016
2015-07-22,Southpaw,30000000,52421953,94156456
1989-09-06,Star Trek V: The Final Frontier,30000000,52210049,70200000
2017-07-27,Atomic Blonde,30000000,51573925,98345423
2002-03-07,Like Mike,30000000,51432423,62432423
1994-03-18,Naked Gun 33 1/3: The Final Insult,30000000,51041856,51041856
2007-07-12,Atonement,30000000,50980159,129779728
1985-05-24,A View to a Kill,30000000,50327960,152627960
1993-05-02,Sommersby,30000000,50081992,140081992
2005-07-01,Racing Stripes,30000000,49772522,89809433
2015-09-17,Sicario,30000000,46889293,84335703
1989-09-22,Black Rain,30000000,45892212,133892212
1987-06-26,Full Metal Jacket,30000000,45015999,45015999
2018-01-19,Den of Thieves,30000000,44947622,80147166
2012-04-13,The Three Stooges,30000000,44338224,54052249
2000-07-21,Pokemon 2000,30000000,43746923,133946923
2014-10-24,John Wick,30000000,43037835,76010510
2006-01-13,Glory Road,30000000,42647449,42799060
2015-04-16,The Age of Adaline,30000000,42629776,68984536
2010-06-08,Step Up 3D,30000000,42400223,165889117
2009-05-29,Drag Me To Hell,30000000,42100625,91388487
2012-04-13,The Cabin in the Woods,30000000,42073277,70689968
2003-09-19,Secondhand Lions,30000000,42070939,47902566
2006-10-11,Stranger Than Fiction,30000000,40435190,53572822
2011-08-04,Hanna,30000000,40259119,65343694
2002-08-16,Blue Crush,30000000,40118420,51618420
2007-10-19,30 Days of Night,30000000,39568996,80276156
1986-12-19,Little Shop of Horrors,30000000,38747385,38747385
2006-09-15,Gridiron Gang,30000000,38432823,41457834
1988-07-20,Midnight Run,30000000,38413606,81613606
2008-01-25,Meet the Spartans,30000000,38233676,84646831
1987-11-13,The Running Man,30000000,38122000,38122000
2013-09-13,The Family,30000000,36918811,80588942
2018-09-02,The 15:17 to Paris,30000000,36276286,56096200
1997-11-21,Mortal Kombat: Annihilation,30000000,35927406,51327406
2011-01-07,Larry Crowne,30000000,35608245,61449135
2013-10-18,Carrie,30000000,35266619,82409520
2019-07-11,Last Christmas,30000000,35150750,123432533
2006-07-04,Take the Lead,30000000,34742066,65390493
2018-02-03,Death Wish,30000000,34017028,48575965
2010-11-24,Love and Other Drugs,30000000,32367005,102716321
2015-03-06,Entourage,30000000,32363404,46438538
2001-01-06,What's the Worst That Could Happen?,30000000,32267774,38462071
2013-08-02,Side Effects,30000000,32172757,66742138
2009-09-09,9,30000000,31749894,48559999
2014-02-07,Deliver Us from Evil,30000000,30577122,87956618
2014-01-08,Get on Up,30000000,30569935,33339868
2017-12-22,Molly’s Game,30000000,28780744,53296424
2012-04-27,The Five-Year Engagement,30000000,28700285,61623819
2004-02-04,The Prince & Me,30000000,28165882,30089110
2011-04-15,Winnie the Pooh,30000000,26692846,50145607
1998-05-15,Bulworth,30000000,26528684,29203383
2003-06-13,Dumb and Dumberer: When Harry Met Lloyd,30000000,26214846,28986358
2018-09-14,White Boy Rick,30000000,24004833,25947983
1995-04-08,Virtuosity,30000000,23998226,23998226
1998-09-18,One True Thing,30000000,23337196,26708196
2011-04-02,Sanctum,30000000,23209310,108957098
2006-07-21,My Super Ex-Girlfriend,30000000,22530295,60772856
2016-12-16,Ballerina,30000000,21858070,96890794
2004-09-17,Mr. 3000,30000000,21800302,21827296
2010-11-19,The Next Three Days,30000000,21148651,67255916
2018-10-01,Proud Mary,30000000,20868638,21709539
2017-11-01,Sleepless,30000000,20783704,33296659
2004-06-08,Little Black Book,30000000,20422207,21758371
2005-01-19,Assault On Precinct 13,30000000,20040895,36040895
2016-05-08,Nine Lives,30000000,19700032,57814445
2013-09-26,Runner Runner,30000000,19316646,60512680
1998-06-02,The Replacement Killers,30000000,19035741,19035741
2017-04-28,Baahubali 2: The Conclusion,30000000,18985794,263502914
2006-03-03,Ultraviolet,30000000,18522064,30962112
2005-10-21,North Country,30000000,18324242,23676771
2011-08-19,Fright Night,30000000,18298649,40520649
2017-09-15,mother!,30000000,17800004,42531076
2015-09-10,Steve Jobs,30000000,17766658,35579007
2021-07-03,Spirit Untamed,30000000,17635215,42347383
2002-07-17,Eight Legged Freaks,30000000,17266505,36722311
1996-07-19,Fled,30000000,17192205,19892205
2010-04-06,Splice,30000000,17010170,28542494
2008-04-18,88 Minutes,30000000,16930884,32955399
2004-09-04,The Whole Ten Yards,30000000,16323969,26323969
1986-01-08,Howard the Duck,30000000,16295774,16295774
2008-10-24,Pride and Glory,30000000,15740721,32262866
2021-01-28,The Little Things,30000000,15245157,29637633
2005-08-26,The Cave,30000000,15007991,27147991
2004-04-30,Godsend,30000000,14334645,16873925
2003-06-20,Alex & Emma,30000000,14208384,15358583
2004-03-09,Wicker Park,30000000,13001257,21577076
2005-12-25,The New World,30000000,12712093,26184400
2007-06-29,Evening,30000000,12406646,12885574
2013-01-17,The Last Stand,30000000,12050299,48330757
1999-01-15,In Dreams,30000000,12017369,12017369
1999-12-03,Wing Commander,30000000,11578022,11578022
2016-05-20,Café Society,30000000,11103205,44348292
2001-12-01,Antitrust,30000000,10965209,17865209
2013-07-03,Dead Man Down,30000000,10895295,19599974
2011-04-29,Hoodwinked Too: Hood vs. Evil,30000000,10143779,23353111
2009-10-04,Dragonball Evolution,30000000,9362785,56511457
2004-09-24,First Daughter,30000000,9055010,10419084
2017-03-15,The Lost City of Z,30000000,8574339,17121823
2005-09-09,An Unfinished Life,30000000,8535575,18535575
2017-04-01,The Space Between Us,30000000,7885294,16481405
2019-06-19,Anna,30000000,7743794,32825218
2009-12-25,The Imaginarium of Doctor Parnassus,30000000,7689607,64352607
2011-01-14,Barney's Version,30000000,7502560,8845575
2002-09-20,Trapped,30000000,6916869,7005468
2019-07-17,The Current War: Director’s Cut,30000000,5978673,12868552
2018-08-29,Kin,30000000,5718096,10383524
1984-01-06,Once Upon a Time in America,30000000,5321508,5576072
2018-09-13,Johnny English Strikes Again,30000000,4412170,159378778
2017-09-22,Stronger,30000000,4211129,8786287
1999-01-22,Gloria,30000000,4167493,4967493
2018-10-25,Replicas,30000000,4046429,9037427
2007-09-21,The Assassination of Jesse James by the Coward …,30000000,3909149,15313631
2004-12-29,The Merchant of Venice,30000000,3765585,18765585
2003-02-04,The Good Thief,30000000,3517797,6460758
2005-08-17,Supercross,30000000,3102550,3252550
2006-12-29,Miss Potter,30000000,3005605,35891257
2020-07-08,The Tax Collector,30000000,1044212,1309971
2006-05-05,Wu ji,30000000,669625,35869934
2011-09-23,Machine Gun Preacher,30000000,538690,3721988
2017-05-26,Bilal: A New Breed of Hero,30000000,490973,648599
2007-06-15,DOA: Dead or Alive,30000000,480314,7755686
2010-02-19,Le Petit Nicolas,30000000,201857,52339566
2011-07-10,Xinhai geming,30000000,135739,8593154
2008-02-21,Genghis Khan: To the Ends of the Earth and Sea,30000000,3892,4874498
2015-01-16,Wild Card,30000000,3200,4315789
2014-03-07,United Passions,30000000,918,168832
,Konferenz der Tiere,30000000,0,53048539
2014-05-15,Grace of Monaco,30000000,0,25199891
2017-06-16,Overdrive,30000000,0,11247280
2015-11-13,Savva. Serdtse voyna,30000000,0,5015080
2007-04-13,Goodbye Bafana,30000000,0,2717302
2003-04-17,Ripley's Game,30000000,0,1692644
2013-11-28,Space Pirate Captain Harlock,30000000,0,310985
2016-08-26,Collide,29200000,2280004,5466698
2015-07-05,Pitch Perfect 2,29000000,184296230,287215196
2005-11-18,Walk the Line,29000000,119519402,187707495
2018-09-26,Night School,29000000,77339130,103113446
2016-07-04,The Boss,29000000,63077560,78652207
1995-12-27,12 Monkeys,29000000,57141459,168841459
2003-12-09,Once Upon a Time in Mexico,29000000,56330657,97413527
1990-12-19,Awakenings,29000000,51636504,51636504
2000-04-14,Keeping the Faith,29000000,37036404,45336404
2017-08-18,Logan Lucky,29000000,27778642,49046121
2016-04-29,Florence Foster Jenkins,29000000,27383770,56000339
1998-02-13,The Borrowers,29000000,22619589,54045832
2020-10-01,Like a Boss,29000000,22169514,26567902
2008-05-12,Frost/Nixon,29000000,18622031,28452945
2004-12-11,Seed of Chucky,29000000,17016190,24716190
2002-08-23,Serving Sara,29000000,16930185,20146150
2002-12-31,Confessions of a Dangerous Mind,29000000,16007718,33013805
2009-08-26,Taking Woodstock,29000000,7460204,10066366
1987-06-11,Cry Freedom,29000000,5899797,25899797
2021-08-04,Voyagers,29000000,3149935,4131130
1999-09-24,Mumford,28700000,4559569,4559569
2005-04-03,The Jacket,28500000,6301131,15452978
1984-05-23,Indiana Jones and the Temple of Doom,28000000,179880271,333080271
2015-08-14,Straight Outta Compton,28000000,161197785,202182981
2017-07-20,Girls Trip,28000000,115108515,140886353
1998-11-20,The Rugrats Movie,28000000,100494685,140894685
1988-07-15,Die Hard,28000000,81675242,139434346
1985-12-18,Out of Africa,28000000,79096868,258210860
2001-06-04,Along Came a Spider,28000000,74058698,105159085
2017-01-11,A Bad Moms Christmas,28000000,72110659,127710550
2013-02-13,Safe Haven,28000000,71399120,94050951
2015-11-12,The Big Short,28000000,70259870,133162752
2019-08-08,Scary Stories to Tell in the Dark,28000000,68947075,95607360
2008-07-11,Role Models,28000000,67300955,94500826
2014-10-10,Alexander and the Terrible Horrible No Good …,28000000,66954149,101379287
2004-06-02,Miracle,28000000,64378093,64474705
2013-01-28,Last Vegas,28000000,63914167,112914167
2001-01-26,The Wedding Planner,28000000,60400856,94728529
2004-03-19,Dawn of the Dead,28000000,58990765,103452875
1981-06-26,For Your Eyes Only,28000000,54800000,195300000
2018-06-15,Tag,28000000,54730625,77024944
2001-12-14,The Royal Tenenbaums,28000000,52353636,71430876
2003-04-25,Identity,28000000,52131264,82119036
2001-05-10,Serendipity,28000000,50255310,77477297
2010-04-16,Kick-Ass,28000000,48071303,97531134
2001-09-28,Zoolander,28000000,45172250,60780981
1994-09-16,Timecop,28000000,44853581,102053581
1993-07-16,Hocus Pocus,28000000,44101060,45147989
2007-07-27,No Reservations,28000000,43107979,91943956
2005-11-11,Pride & Prejudice,28000000,38372662,126549607
2011-12-08,30 Minutes or Less,28000000,37053924,41146935
2000-12-22,Dracula 2000,28000000,33000377,33000377
1982-06-25,Blade Runner,28000000,32656328,39536029
1995-07-04,Rob Roy,28000000,31390587,31390587
2014-02-21,3 Days to Kill,28000000,30697999,38959900
2013-08-16,Kick-Ass 2,28000000,28795985,63129909
2007-12-10,We Own the Night,28000000,28563179,55307857
2014-09-19,A Walk Among the Tombstones,28000000,26017685,62108587
2010-01-15,The Spy Next Door,28000000,24307106,46752858
2014-04-23,Brick Mansions,28000000,20396829,73421224
2006-12-05,Just My Luck,28000000,17326650,38159905
2000-10-13,Lost Souls,28000000,16779636,31320293
2015-08-19,American Ultra,28000000,14439985,30295028
2003-04-18,Winged Migration,28000000,11689053,39134983
2016-04-02,Pride and Prejudice and Zombies,28000000,10907291,16638300
1999-01-10,Mystery Alaska,28000000,8891623,8891623
2001-08-24,John Carpenter’s Ghosts of Mars,28000000,8434601,8434601
1997-11-07,A Simple Wish,28000000,8165213,8165213
2015-10-30,Our Brand is Crisis,28000000,7002261,8594558
1997-12-25,Kundun,28000000,5686694,5686694
2008-03-10,How to Lose Friends & Alienate People,28000000,2775593,12031443
,Alatriste,28000000,0,22860477
2007-01-06,Knocked Up,27500000,148761765,219265952
1983-10-06,Octopussy,27500000,67900000,187500000
2009-06-26,My Sister’s Keeper,27500000,49200230,96673002
2008-08-02,Welcome Home Roscoe Jenkins,27500000,42436517,43607627
2012-01-13,Joyful Noise,27500000,30932113,31157914
1984-12-14,A Passage to India,27500000,27187653,27187896
2006-12-25,Notes on a Scandal,27500000,17510118,50578411
2007-10-19,Rendition,27500000,9736045,26939925
2011-10-28,Anonymous,27500000,4463292,15815509
2011-03-18,Limitless,27000000,79249455,155564919
1991-06-12,Star Trek VI: The Undiscovered Country,27000000,74888996,96900000
2019-06-26,Annabelle Comes Home,27000000,74152591,231252591
2002-07-06,The Divine Secrets of the Ya-Ya Sisterhood,27000000,69586544,73826768
1997-03-10,Kiss the Girls,27000000,60527873,60527873
1980-06-20,The Blues Brothers,27000000,57229890,57245093
2008-06-08,The Sisterhood of the Traveling Pants 2,27000000,44089964,44270131
2016-12-05,Money Monster,27000000,41012075,93466095
2002-05-17,About a Boy,27000000,40803000,130759651
2011-08-19,Spy Kids: All the Time in the World,27000000,38536376,80681183
1999-07-16,Lake Placid,27000000,31770413,31770413
2006-07-04,Lucky Number Slevin,27000000,22495466,55495466
1983-10-21,The Right Stuff,27000000,21500000,21500213
1984-07-20,Die Unendliche Geschichte,27000000,21300000,21427947
1998-02-27,Dark City,27000000,14435076,27257061
2008-09-19,The Duchess,27000000,13848978,45160110
2010-01-10,Case 39,27000000,13261851,28773827
2005-10-06,The Honeymooners,27000000,12834849,13174426
1985-06-21,Return to Oz,27000000,10618813,10618813
1998-03-27,The Newton Boys,27000000,10341093,10341093
2004-08-27,Suspect Zero,27000000,8712564,8723600
2007-02-11,Martian Child,27000000,7500310,9352089
2002-10-18,Formula 51,27000000,5204007,5204007
1999-11-24,Flawless,27000000,4485485,4485485
2005-05-13,Mindhunters,27000000,4476235,16566235
2008-10-17,What Just Happened,27000000,1090947,2412123
2003-12-12,The Statement,27000000,765637,1545064
2019-04-10,Lucy in the Sky,27000000,319976,325943
2021-10-06,The Magic Flute,27000000,0,0
2016-11-23,Rules Don’t Apply,26700000,3652206,3871448
2009-01-16,Paul Blart: Mall Cop,26000000,146336178,185904750
2003-06-08,Freaky Friday,26000000,110222438,160822438
2005-08-19,The 40 Year-old Virgin,26000000,109449237,176276839
1998-11-12,Shakespeare in Love,26000000,100317794,279500000
1990-12-21,Kindergarten Cop,26000000,91457688,202000000
2008-06-08,Pineapple Express,26000000,87341380,102404019
1993-12-22,Philadelphia,26000000,77324422,201324422
1998-07-31,Ever After: A Cinderella Story,26000000,65705772,65705772
2003-08-15,Open Range,26000000,58331254,68613992
2005-08-19,Red Eye,26000000,57891803,96666486
2011-09-12,New Year’s Eve,26000000,54544638,146850273
1977-06-15,A Bridge Too Far,26000000,50800000,50800000
2013-04-24,Pain & Gain,26000000,49875291,81275291
2003-01-31,Final Destination 2,26000000,46896664,90396664
2000-12-22,O Brother Where Art Thou?,26000000,45506619,75763814
2004-12-29,In Good Company,26000000,45489752,63463195
2010-01-22,Legion,26000000,40168080,67647574
2012-08-29,Lawless,26000000,37397291,54393687
2002-03-29,Clockstoppers,26000000,36985501,38788828
1985-10-07,Silverado,26000000,33200000,33200000
2014-10-17,The Best of Me,26000000,26766213,41059418
2004-12-03,Agent Cody Banks 2: Destination London,26000000,23514247,28703083
2016-11-23,Bad Santa 2,26000000,17782176,23345113
2001-03-08,Original Sin,26000000,16521410,16521410
2012-12-04,The Raven,26000000,16008272,30601801
2004-02-20,Welcome to Mooseport,26000000,14469428,14494770
1995-01-27,Highlander: The Final Dimension,26000000,13738574,13738574
2015-08-06,Self/Less,26000000,12279691,33667319
2019-01-11,Motherless Brooklyn,26000000,9277736,18477736
2001-08-24,The Curse of the Jade Scorpion,26000000,7496522,18496522
2021-12-02,Judas and the Black Messiah,26000000,5453633,7033904
2013-10-18,The Fifth Estate,26000000,3254172,6154172
1997-02-21,Blood and Wine,26000000,1083350,1083350
2013-10-30,Blood Ties,26000000,42472,2923959
1997-08-24,The Grimm Brothers' Snow White,26000000,5000,5000
2015-06-30,Viy,26000000,0,34246770
2015-03-17,Accidental Love,26000000,0,135436
2015-04-24,The Face of an Angel,26000000,0,0
1996-05-17,Flipper,25530000,20080020,30593313
2005-08-31,The Constant Gardener,25500000,33579798,86301599
2008-10-17,W.,25100000,25534493,28575778
2004-02-19,The Passion of the Christ,25000000,370782930,622313635
1993-11-24,Mrs. Doubtfire,25000000,219195051,441286003
1988-12-16,Rain Man,25000000,172825435,412800000
2011-10-08,The Help,25000000,169705587,213120004
2016-12-25,Hidden Figures,25000000,169607287,231771716
2008-12-12,Gran Torino,25000000,148095302,274543085
2008-09-04,Taken,25000000,145000989,226941585
2014-01-17,Ride Along,25000000,134202565,153733800
1992-11-25,The Bodyguard,25000000,121945720,410945720
1993-12-15,Schindler’s List,25000000,96898818,322197132
2003-02-07,Legally Blonde 2: Red White & Blonde,25000000,90639088,125339088
2004-03-26,Scooby-Doo 2: Monsters Unleashed,25000000,84185387,180856996
2004-09-07,Anchorman: The Legend of Ron Burgundy,25000000,84136909,89476265
2009-04-12,Up in the Air,25000000,83823381,166842739
2003-08-15,Freddy vs. Jason,25000000,82622655,114576403
2007-02-16,Bridge to Terabithia,25000000,82234139,137984788
2001-12-21,Jimmy Neutron: Boy Genius,25000000,80936232,102992536
2008-01-18,Cloverfield,25000000,80048433,171302226
2010-05-02,Dear John,25000000,80014842,142033509
1991-03-22,Teenage Mutant Ninja Turtles II: The Secret of …,25000000,78656813,78656813
2012-12-25,Parental Guidance,25000000,77267296,120832383
1987-03-06,The Untouchables,25000000,76270454,76271995
2007-09-11,No Country for Old Men,25000000,74273505,164035753
2001-04-13,Bridget Jones's Diary,25000000,71500556,277902373
2000-12-15,Chocolat,25000000,71309760,152500343
2011-01-21,No Strings Attached,25000000,70662220,149228078
2012-01-13,Contraband,25000000,66528000,98406855
2017-01-20,A Dog’s Purpose,25000000,64321890,203055427
2012-04-19,The Lucky One,25000000,60457138,96633833
1993-12-25,Tombstone,25000000,56505065,56505065
2000-03-22,Romeo Must Die,25000000,55973336,91036760
2006-06-06,The Omen,25000000,54607383,119295584
2006-10-02,Final Destination 3,25000000,54098051,112798051
2011-04-22,Madea’s Big Happy Family,25000000,53345287,54160818
2013-12-13,Tyler Perry's A Madea Christmas,25000000,52543354,52543354
2004-12-11,Finding Neverland,25000000,51676606,115036108
2012-01-27,The Grey,25000000,51580136,81249176
2005-01-28,Hide and Seek,25000000,51100486,123696741
1986-05-23,Cobra,25000000,49042224,49042224
2008-08-22,The House Bunny,25000000,48237389,71390601
2003-03-14,Agent Cody Banks,25000000,47545060,58240458
2006-01-27,Nanny McPhee,25000000,47279279,128745578
1990-09-19,Goodfellas,25000000,46743809,47103147
2014-08-15,The Giver,25000000,45090374,66540205
1983-09-12,Scarface,25000000,44942821,44942821
1997-07-18,Nothing To Lose,25000000,44480039,64594061
1987-11-20,The Last Emperor,25000000,43984987,44005434
2015-12-11,The Night Before,25000000,43035725,52568099
1993-10-15,The Beverly Hillbillies,25000000,42222647,55598481
2002-12-27,The Hours,25000000,41675994,97030468
1997-08-22,Money Talks,25000000,41076865,41076865
2007-12-26,There Will Be Blood,25000000,40222514,77208711
2002-12-20,The Wild Thornberrys Movie,25000000,40108697,60694737
2003-06-13,Rugrats Go Wild,25000000,39402572,55443032
2005-01-06,The Sisterhood of the Traveling Pants,25000000,39053061,41560117
2002-05-31,Undercover Brother,25000000,38230435,40796145
2013-12-25,August: Osage County,25000000,37738810,50738810
2001-06-07,Kiss of the Dragon,25000000,36833473,36833473
2014-05-16,Million Dollar Arm,25000000,36447959,39217912
2005-03-30,Beauty Shop,25000000,36351350,38351350
2019-12-25,Just Mercy,25000000,36001502,50401502
2003-04-04,What a Girl Wants,25000000,35990505,37216643
2003-08-29,Jeepers Creepers 2,25000000,35623801,119923801
2018-07-09,Peppermint,25000000,35418723,51800758
2007-09-21,Good Luck Chuck,25000000,35017297,60709968
2003-02-28,Cradle 2 the Grave,25000000,34657731,56434942
2006-03-17,She's the Man,25000000,33889159,55279608
2014-10-12,The Gambler,25000000,33680992,38718031
2007-08-24,Mr. Bean’s Holiday,25000000,33302167,234981342
2016-04-22,Mother’s Day,25000000,32492859,52367022
1998-10-16,Bride of Chucky,25000000,32404188,50692188
2017-02-17,Fist Fight,25000000,32187017,40286416
2007-11-21,August Rush,25000000,31664162,64605762
2004-08-27,Anacondas: The Hunt for the Blood Orchid,25000000,31526393,70326393
2011-09-12,The Sitter,25000000,30542576,38749404
1998-06-11,Elizabeth,25000000,30082699,82150642
2070-09-23,Tora! Tora! Tora!,25000000,29548291,29548291
1998-01-23,Spice World,25000000,29342592,56042592
2014-11-04,Draft Day,25000000,28842237,29847480
1994-09-23,The Shawshank Redemption,25000000,28241469,28419106
2017-03-02,Rings,25000000,27793018,82917283
2009-05-22,Dance Flick,25000000,25794018,32224624
2001-04-20,Crocodile Dundee in Los Angeles,25000000,25590119,39393111
1996-07-26,Kingpin,25000000,25023424,32223424
2005-03-18,Ice Princess,25000000,24381334,25732334
2011-08-26,Don't Be Afraid of the Dark,25000000,24046682,39126427
2010-04-23,The Losers,25000000,23591432,29863840
2009-04-24,Fighting,25000000,23091010,32831707
2007-08-24,War,25000000,22486409,40686409
1995-07-04,Don Juan DeMarco,25000000,22032635,22032635
2005-04-22,A Lot Like Love,25000000,21835784,41921590
1998-01-05,He Got Game,25000000,21567853,22411948
2011-11-02,The Eagle,25000000,19490041,38993548
2015-06-02,Shaun the Sheep,25000000,19375982,101850986
2011-02-09,Shark Night 3D,25000000,18877153,18877153
2017-03-23,CHiPS,25000000,18600152,23190292
2002-11-10,Punch-Drunk Love,25000000,17791031,24591031
2004-02-20,Eurotrip,25000000,17718223,20718223
2017-12-22,Father Figures,25000000,17501244,21038441
2008-04-04,The Ruins,25000000,17432844,22910563
2016-09-23,Masterminds,25000000,17356894,30850666
2013-10-25,The Counselor,25000000,16973715,71009334
2006-08-12,Unaccompanied Minors,25000000,16655224,21970831
2018-07-12,Mary Queen of Scots,25000000,16648499,47020146
1988-01-04,Bright Lights Big City,25000000,16118077,16118077
2002-11-15,Half Past Dead,25000000,15567860,19233280
1996-07-26,The Adventures of Pinocchio,25000000,15382170,36682170
2005-09-30,The Greatest Game Ever Played,25000000,15331289,15468266
2009-06-11,The Box,25000000,15051977,34356760
2000-03-03,The Next Best Thing,25000000,14983572,24355762
2010-08-10,My Soul to Take,25000000,14744435,16727470
2004-09-04,The Girl Next Door,25000000,14589444,31635150
2008-08-15,Fly Me To the Moon,25000000,14543943,43530281
1996-09-13,Maximum Risk,25000000,14102929,51702929
2002-09-13,Stealing Harvard,25000000,13973532,13973532
2007-03-08,Hot Rod,25000000,13938332,14371564
2021-11-24,Resident Evil: Welcome to Raccoon City,25000000,13745647,24845647
2011-09-09,Warrior,25000000,13657115,24215385
1999-12-24,Angela's Ashes,25000000,13038660,13038660
2017-09-22,Battle of the Sexes,25000000,12638526,18445379
2012-12-21,Cirque du Soleil: Worlds Away,25000000,12512862,28012862
2015-06-08,The 33,25000000,12227722,28287489
1985-06-21,Lifeforce,25000000,11603545,11603545
2011-04-15,The Conspirator,25000000,11538204,15907411
2002-03-07,The Powerpuff Girls,25000000,11411644,16425701
2005-03-06,The Lords of Dogtown,25000000,11273517,13424365
1986-01-07,Big Trouble in Little China,25000000,11100000,11208970
1996-11-10,Michael Collins,25000000,11092559,27572844
2008-03-28,Stop-Loss,25000000,10915744,11229035
1993-08-10,Gettysburg,25000000,10731997,10731997
2002-10-18,Abandon,25000000,10719367,12219367
2011-09-16,Straw Dogs,25000000,10324441,11253821
1999-08-13,Brokedown Palace,25000000,10115014,11115766
2002-08-16,Possession,25000000,10103647,14805812
1996-04-19,Mrs. Winterbourne,25000000,10039566,10039566
1991-05-17,Stone Cold,25000000,9286314,9286314
2009-11-25,The Road,25000000,8114270,29206732
2018-12-10,Beautiful Boy,25000000,7634767,13314562
2007-06-04,The Hoax,25000000,7164995,7164995
2019-03-14,Captive State,25000000,5958315,9363210
1984-08-17,Sheena,25000000,5778353,5778353
2005-02-09,Underclassman,25000000,5654777,5654777
2001-03-23,Say It Isn't So,25000000,5516708,5516708
2005-07-12,The World's Fastest Indian,25000000,5128124,18991288
2008-04-25,Deception,25000000,4598506,12850033
1995-01-03,Tank Girl,25000000,4064333,4064333
2005-04-22,King's Ransom,25000000,4008527,4049527
2020-08-23,Bill & Ted Face the Music,25000000,3439660,6266609
2008-03-10,Blindness,25000000,3073392,20052958
2018-04-13,Sgt. Stubby: An American Hero,25000000,3054285,3823620
2011-12-16,Carnage,25000000,2546747,38112154
2017-08-25,Tulip Fever,25000000,2455635,6792768
2006-06-01,BloodRayne,25000000,2405420,3711633
2009-11-20,Bad Lieutenant: Port of Call New Orleans,25000000,1702112,12413949
2015-12-31,Jane Got a Gun,25000000,1513793,3771345
2009-11-25,Me and Orson Welles,25000000,1190003,1190003
2020-10-23,All My Life,25000000,913935,2015472
2005-10-14,Where the Truth Lies,25000000,872142,1415656
1998-11-09,Without Limits,25000000,780326,780326
2012-05-23,On the Road,25000000,720828,9313302
2012-08-24,Les petits mouchoirs,25000000,205505,48530887
2010-06-30,Love Ranch,25000000,137885,146149
2015-04-24,Yi ge ren de wu lin,25000000,129115,129115
,Sammy's avonturen: De geheime doorgang,25000000,0,71594792
1996-09-20,Matilda,25000000,0,9755282
2010-03-18,Belka i Strelka. Zvezdnye sobaki,25000000,0,9445081
2011-04-10,La véritable histoire du Chat Botté,25000000,0,8208594
2019-03-15,The Professor and the Madman,25000000,0,6352683
2011-08-07,Ironclad,25000000,0,5297411
2014-06-20,Red Sky,25000000,0,91116
2070-01-01,Waterloo,25000000,0,0
2014-10-01,The Adventurer: The Curse of the Midas Box,25000000,0,0
,Reagan,25000000,0,0
1986-11-26,Star Trek IV: The Voyage Home,24000000,109713132,133000000
1997-12-12,Scream 2,24000000,101363301,172363301
2003-02-21,Old School,24000000,75155000,86737464
2006-12-20,Rocky Balboa,24000000,70269899,156229050
2014-06-18,Think Like a Man Too,24000000,65028687,70027933
2016-12-16,Fences,24000000,57682904,64282881
2000-02-18,The Whole Nine Yards,24000000,57262492,85527867
2011-10-14,Footloose,24000000,51802742,62989834
2017-05-04,Going in Style,24000000,45018541,80812424
1991-09-20,The Fisher King,24000000,41798224,41798224
1998-11-13,I Still Know What You Did Last Summer,24000000,40020622,40020622
2007-11-21,Hitman,24000000,39687694,99135571
2069-12-16,Hello Dolly,24000000,33208099,33208099
2000-07-04,Return to Me,24000000,32662299,32662299
2009-06-11,The Men Who Stare at Goats,24000000,32428195,67348218
2008-10-31,Zack and Miri Make a Porno,24000000,31457946,36856306
2001-12-01,Double Take,24000000,29823162,29823162
1999-12-21,Girl Interrupted,24000000,28871190,48308749
2000-08-09,Nurse Betty,24000000,25170054,27732366
2010-08-20,Piranha 3D,24000000,25003155,83660160
2010-11-24,Faster,24000000,23240020,35792945
1989-04-08,Lock Up,24000000,22099847,22099847
1978-10-24,The Wiz,24000000,22000000,22000000
2004-01-23,Win a Date with Tad Hamilton!,24000000,16980098,17589829
1999-07-14,Muppets From Space,24000000,16304786,16304786
2000-07-04,Ready to Rumble,24000000,12372410,12372410
2014-11-14,Foxcatcher,24000000,12096300,19303058
2011-09-16,I Don't Know How She Does It,24000000,9659074,24474463
1999-12-24,Play it to the Bone,24000000,8427204,8427204
2013-12-19,Dhoom 3,24000000,8031955,11723620
2004-12-17,Beyond the Sea,24000000,6144806,8292914
2005-10-06,Hauru no ugoku shiro,24000000,4710455,237814327
1998-03-27,Meet the Deedles,24000000,4356126,4356126
1995-08-25,The Thief and the Cobbler,24000000,669276,669276
2005-10-06,The Bridge of San Luis Rey,24000000,49981,1696765
,Flood,24000000,0,4084232
2021-04-11,Annaatthe,24000000,0,449486
2009-02-10,Zombieland,23600000,75590286,102236596
1980-05-20,Star Wars Ep. V: The Empire Strikes Back,23000000,291738960,549001242
1998-06-11,The Waterboy,23000000,161491646,190191646
